release_date,title,production_budget,domestic_gross,worldwide_gross,year,movie_id,genres,director_name,actor_name,release_month,season,movie_profit/loss,top_actor,high_profit
2004-04-09,The Alamo,92000000,22406362,23911362,2004,tt0249516,['Drama'],David Gordon Green,Nicolas Cage,April,Spring,-68088638,False,0
1997-04-25,Volcano,90000000,47546796,120100000,1997,tt1695831,['Drama'],Rúnar Rúnarsson,Þorsteinn Bachmann,April,Spring,30100000,False,1
1997-04-25,Volcano,90000000,47546796,120100000,1997,tt7186036,"['Comedy', 'Drama']",Roman Bondarchuk,Serhiy Stepansky,April,Spring,30100000,False,1
2011-08-19,Conan the Barbarian,90000000,21295021,63356133,2011,tt0816462,"['Action', 'Adventure', 'Fantasy']",Marcus Nispel,Jason Momoa,August,Summer,-26643867,False,0
2011-10-21,The Three Musketeers,90000000,20377913,139877913,2011,tt1509767,"['Action', 'Adventure', 'Romance']",Paul W.S. Anderson,Logan Lerman,October,Fall,49877913,False,1
2011-10-21,The Three Musketeers,90000000,20377913,139877913,2011,tt3274666,['Adventure'],Sergey Zhigunov,Rinal Mukhametov,October,Fall,49877913,False,1
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt10013288,['Drama'],Edwine Dorival,Nathanïel Berthil-Duval,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt4192918,['Comedy'],Daniel Beard,Bruce Royer,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt4532628,['Documentary'],Mohammad-Ali Talebi,Danial Khoshsima,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt5609150,['Documentary'],Zeljko Mirkovic,Nicolas Cage,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt6072400,['Thriller'],Bambang Drias,Nicolas Cage,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt6745888,['Action'],David Gordon Green,Nicolas Cage,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt6825024,"['Comedy', 'Drama', 'Romance']",Edwine Dorival,Cristiano Xavier Ramos,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt7232438,"['Drama', 'Horror', 'Thriller']",Sophon Sakdaphisit,Nicolas Cage,April,Spring,-79448583,False,0
2017-04-21,The Promise,90000000,8224288,10551417,2017,tt9889072,['Drama'],Edwine Dorival,Nathanïel Berthil-Duval,April,Spring,-79448583,False,0
2010-11-24,The Nutcracker in 3D,90000000,195459,20466016,2010,tt1041804,"['Action', 'Family', 'Fantasy']",Andrey Konchalovskiy,Richard Philipps,November,Fall,-69533984,False,0
2017-12-13,Bright,90000000,0,0,2017,tt5519340,"['Action', 'Crime', 'Fantasy']",David Ayer,Will Smith,December,Winter,-90000000,False,0
2003-09-26,The Rundown,85000000,47641743,80831893,2003,tt2963656,['Action'],Noah Scott,Brett Newton,September,Fall,-4168107,False,0
2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,2010,tt1287468,"['Action', 'Comedy', 'Family']",Brad Peyton,Chris O'Donnell,July,Summer,28026383,False,1
2002-03-15,Showtime,85000000,37948765,78948765,2002,tt1720297,"['Drama', 'Fantasy', 'Musical']",Stanley Kwan,Chao Deng,March,Spring,-6051235,False,0
2002-03-15,Showtime,85000000,37948765,78948765,2002,tt2097320,"['Documentary', 'Sport']",Ben Guest,Nicolas Cage,March,Spring,-6051235,False,0
1997-05-09,Father's Day,85000000,28681080,35681080,1997,tt10313204,['Action'],Quentin Lee,Russell Wong,May,Spring,-49318920,False,0
1997-05-09,Father's Day,85000000,28681080,35681080,1997,tt1727261,"['Action', 'Comedy', 'Horror']",Adam Brooks,Adam Brooks,May,Spring,-49318920,False,0
1997-05-09,Father's Day,85000000,28681080,35681080,1997,tt9465588,['Animation'],James Snider,Maria Petrano,May,Spring,-49318920,False,0
2013-07-19,RED 2,84000000,53262560,141507355,2013,tt1821694,"['Action', 'Comedy', 'Crime']",Dean Parisot,Bruce Willis,July,Summer,57507355,False,1
2020-02-21,Call of the Wild,82000000,0,0,2020,tt7504726,"['Adventure', 'Animation', 'Family']",Chris Sanders,Bradley Whitford,February,Winter,-82000000,False,0
1997-08-08,Conspiracy Theory,80000000,76118990,142783718,1997,tt5354458,"['Horror', 'Thriller']",Jake Myers,Ben Kobold,August,Summer,62783718,False,1
2019-06-07,The Secret Life of Pets 2,80000000,63795655,113351496,2019,tt5113040,"['Adventure', 'Animation', 'Comedy']",Jonathan del Val,Patton Oswalt,June,Summer,33351496,False,1
2001-06-08,Evolution,80000000,38311134,98341932,2001,tt4291590,"['Drama', 'Mystery', 'Sci-Fi']",Lucile Hadzihalilovic,Max Brebant,June,Summer,18341932,False,1
2006-04-14,The Wild,80000000,37384046,99010667,2006,tt10227282,['Documentary'],Mark Titus,Nicolas Cage,April,Spring,19010667,False,1
2015-10-23,The Last Witch Hunter,80000000,27367660,130818912,2015,tt1618442,"['Action', 'Adventure', 'Fantasy']",Breck Eisner,Vin Diesel,October,Fall,50818912,False,1
2014-02-21,Pompeii,80000000,23169033,108469033,2014,tt1921064,"['Action', 'Adventure', 'Drama']",Paul W.S. Anderson,Kit Harington,February,Winter,28469033,False,1
2009-12-18,Nine,80000000,19676965,53508858,2009,tt2179165,['Horror'],Darren Lynch,Darren Lynch,December,Winter,-26491142,False,0
2003-11-26,Timeline,80000000,19480739,26703184,2003,tt9379256,['Romance'],Tanakorn Bangpao,Sanachay Pattawan,November,Fall,-53296816,False,0
2016-02-12,The Little Prince,77500000,1311213,102028919,2016,tt10075374,['Action'],Zhang Lei,Yang Jun Yu,February,Winter,24528919,False,1
2016-02-12,The Little Prince,77500000,1311213,102028919,2016,tt1754656,"['Adventure', 'Animation', 'Drama']",Mark Osborne,Jeff Bridges,February,Winter,24528919,False,1
2016-02-12,The Little Prince,77500000,1311213,102028919,2016,tt5317732,['Documentary'],Nicky Maas,Nicolas Cage,February,Winter,24528919,False,1
1999-04-16,Life,75000000,64062587,73521587,1999,tt1869538,['Documentary'],Patrick Epape,Nicolas Cage,April,Spring,-1478413,False,0
1999-04-16,Life,75000000,64062587,73521587,1999,tt2948840,"['Biography', 'Drama']",Anton Corbijn,Robert Pattinson,April,Spring,-1478413,False,0
1999-04-16,Life,75000000,64062587,73521587,1999,tt4105212,['Drama'],Garnet Mae,Nicolas Cage,April,Spring,-1478413,False,0
1999-04-16,Life,75000000,64062587,73521587,1999,tt5442430,"['Horror', 'Sci-Fi', 'Thriller']",Daniel Espinosa,Jake Gyllenhaal,April,Spring,-1478413,False,0
1999-04-16,Life,75000000,64062587,73521587,1999,tt6080038,['Comedy'],K. Cameron Lau,K. Cameron Lau,April,Spring,-1478413,False,0
2010-06-04,Killers,75000000,47059963,95572749,2010,tt1103153,"['Action', 'Comedy', 'Romance']",Robert Luketic,Ashton Kutcher,June,Summer,20572749,False,1
2001-10-12,Bandits,75000000,41523271,71523271,2001,tt8327616,['Drama'],Muyiwa Aluko,Stanley Chibunna,October,Fall,-3476729,False,0
2011-03-25,Sucker Punch,75000000,36392502,89758389,2011,tt0978764,"['Action', 'Adventure', 'Fantasy']",Zack Snyder,Nicolas Cage,March,Spring,14758389,False,1
2005-03-11,Hostage,75000000,34636443,77636443,2005,tt1772292,['Thriller'],Tony Glazer,David Zayas,March,Spring,2636443,False,1
2005-03-11,Hostage,75000000,34636443,77636443,2005,tt3212738,"['Comedy', 'Drama', 'History']",Juraj Nvota,Richard Labuda,March,Spring,2636443,False,1
1998-10-23,Soldier,75000000,14623082,14623082,1998,tt1826861,['Drama'],Richard Gilliam,Rene Garcia,October,Fall,-60376918,False,0
1998-10-23,Soldier,75000000,14623082,14623082,1998,tt7865910,['Documentary'],Mrika Krasniqi,Nicolas Cage,October,Fall,-60376918,False,0
1999-01-15,Virus,75000000,14010690,30626690,1999,tt1819776,"['Mystery', 'Sci-Fi', 'Thriller']",Gino Montoya,Heath Allyn,January,Winter,-44373310,False,0
1999-01-15,Virus,75000000,14010690,30626690,1999,tt4998860,"['Action', 'Crime', 'Drama']",David Gordon Green,Nicolas Cage,January,Winter,-44373310,False,0
1999-01-15,Virus,75000000,14010690,30626690,1999,tt6294496,['Crime'],Akbar Bekturdiyev,Habibulla Nizamov,January,Winter,-44373310,False,0
1999-01-15,Virus,75000000,14010690,30626690,1999,tt8643442,['Action'],Angad Ojha,Sanjeev Singh,January,Winter,-44373310,False,0
1998-08-07,Snake Eyes,73000000,55591409,103891409,1998,tt8404256,"['Action', 'Adventure']",Robert Schwentke,Nicolas Cage,August,Summer,30891409,False,1
2001-04-27,Driven,72000000,32616869,54616869,2001,tt5592796,"['Biography', 'Drama', 'Thriller']",Nick Hamm,Lee Pace,April,Spring,-17383131,False,0
2001-04-27,Driven,72000000,32616869,54616869,2001,tt7692822,['Thriller'],Glenn Payne,Richard Speight Jr.,April,Spring,-17383131,False,0
2003-12-10,Big Fish,70000000,66432867,123954323,2003,tt2855236,['Action'],Banzragch Batbold,Odongavaa Amgalanbaatar,December,Winter,53954323,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt1648168,"['Action', 'Crime', 'Drama']",Stef Desmyter,Maarten Goffin,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt2102475,"['Drama', 'Family']",Ya'Ke Smith,Pedro Castaneda,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt2504404,"['Crime', 'Drama', 'Thriller']",Jim Taihuttu,Marwan Kenzari,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt3332132,['Documentary'],Claudio Giovannesi,Nicolas Cage,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt3835110,"['Drama', 'Horror']",Noen Brouwer,Shahine el Hamus,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt6436666,['Drama'],Michael Jones,Kevin Dee,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt6917338,['Documentary'],Tao Han,Sanming Han,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt8152324,['Horror'],Stuart Brennan,Stuart Brennan,June,Summer,61011757,False,1
1994-06-17,Wolf,70000000,65011757,131011757,1994,tt8197998,"['Action', 'Thriller', 'War']",Cem Özüduru,Serkan Çayoglu,June,Summer,61011757,False,1
2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,2017,tt3014284,"['Action', 'Adventure', 'Animation']",Charlie Bean,Jackie Chan,September,Fall,52737201,False,1
2006-09-29,The Guardian,70000000,55011732,94973540,2006,tt1756811,['Drama'],Mark Tuff,Mark Tuff,September,Fall,24973540,False,1
2006-09-29,The Guardian,70000000,55011732,94973540,2006,tt1805446,['Documentary'],Antoneta Kastrati,Nicolas Cage,September,Fall,24973540,False,1
2006-09-29,The Guardian,70000000,55011732,94973540,2006,tt5594956,"['Action', 'Mystery', 'Sci-Fi']",Logan Taaffe,Trevor Lawson,September,Fall,24973540,False,1
2006-09-29,The Guardian,70000000,55011732,94973540,2006,tt7146054,"['Action', 'Animation', 'Fantasy']",Zhigang Yang,Tu-Te-Ha-Meng,September,Fall,24973540,False,1
2011-01-14,The Dilemma,70000000,48475290,70546865,2011,tt1578275,"['Comedy', 'Drama']",Ron Howard,Vince Vaughn,January,Winter,546865,False,1
1998-11-06,The Siege,70000000,40934175,116625798,1998,tt2318579,['Documentary'],Miguel Salazar,Héctor Abad Faciolince,November,Fall,46625798,False,1
2012-06-15,Rock of Ages,70000000,38518613,61031932,2012,tt1336608,"['Comedy', 'Drama', 'Musical']",Adam Shankman,Diego Boneta,June,Summer,-8968068,False,0
2002-06-07,Bad Company,70000000,30157016,69157016,2002,tt1334515,['Thriller'],Jason King,Ceri Murphy,June,Summer,-842984,False,0
2002-06-07,Bad Company,70000000,30157016,69157016,2002,tt3111306,['Action'],Robin Christian,Booboo Stewart,June,Summer,-842984,False,0
2016-01-29,The Finest Hours,70000000,27569558,49252761,2016,tt2025690,"['Action', 'Drama', 'History']",Craig Gillespie,Chris Pine,January,Winter,-20747239,False,0
2013-10-18,Escape Plan,70000000,25135965,103735965,2013,tt1211956,"['Action', 'Crime', 'Mystery']",Mikael Håfström,Sylvester Stallone,October,Fall,33735965,False,1
2011-09-23,Killer Elite,70000000,25124986,65409046,2011,tt1448755,"['Action', 'Crime', 'Thriller']",Gary McKendry,Jason Statham,September,Fall,-4590954,False,0
2014-01-10,The Legend of Hercules,70000000,18848538,58953319,2014,tt1043726,"['Action', 'Adventure', 'Fantasy']",Renny Harlin,Kellan Lutz,January,Winter,-11046681,False,0
2007-04-27,Next,70000000,18211013,73591500,2007,tt4627100,['Documentary'],Elia Urquiza,Nicolas Cage,April,Spring,3591500,False,1
2010-07-30,Dinner for Schmucks,69000000,73026337,86796502,2010,tt0427152,['Comedy'],Jay Roach,Steve Carell,July,Summer,17796502,False,1
2011-02-25,Hall Pass,68000000,45060734,87173475,2011,tt0480687,"['Comedy', 'Romance']",Bobby Farrelly,Owen Wilson,February,Winter,19173475,False,1
2003-03-21,Dreamcatcher,68000000,33685268,75685268,2003,tt3215846,"['Crime', 'Documentary', 'Drama']",Kim Longinotto,Nicolas Cage,March,Spring,7685268,False,1
2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,2012,tt1611224,"['Action', 'Fantasy', 'Horror']",Timur Bekmambetov,Benjamin Walker,June,Summer,69989730,False,1
1996-09-20,Last Man Standing,67000000,18115927,18115927,1996,tt1736017,"['Biography', 'Crime', 'Documentary']",Emilio Roso,Daniel Gadi,September,Fall,-48884073,False,0
1996-09-20,Last Man Standing,67000000,18115927,18115927,1996,tt4722990,['Comedy'],David Pustansky,Mike Austin,September,Fall,-48884073,False,0
2014-12-19,Annie,65000000,85911262,139829625,2014,tt1823664,"['Comedy', 'Drama', 'Family']",Will Gluck,Jamie Foxx,December,Winter,74829625,False,1
2014-12-19,Annie,65000000,85911262,139829625,2014,tt4694618,['Documentary'],Mark France,Nicolas Cage,December,Winter,74829625,False,1
2014-12-19,Annie,65000000,85911262,139829625,2014,tt5116208,"['Drama', 'Romance']",Ashley Christopher Leach,Ashley Christopher Leach,December,Winter,74829625,False,1
2014-12-19,Annie,65000000,85911262,139829625,2014,tt7693920,"['Comedy', 'Musical']",Susan Geldart,Anthony Warlow,December,Winter,74829625,False,1
2000-07-07,The Kid,65000000,69688384,69688384,2000,tt1371160,['Drama'],Nick Moran,Rupert Friend,July,Summer,4688384,False,1
2000-07-07,The Kid,65000000,69688384,69688384,2000,tt3439758,"['Comedy', 'Drama', 'Family']",David Scott Heck,David Scott Heck,July,Summer,4688384,False,1
2000-07-07,The Kid,65000000,69688384,69688384,2000,tt4975920,"['Biography', 'Drama', 'Western']",Vincent D'Onofrio,Jake Schur,July,Summer,4688384,False,1
2012-11-21,Red Dawn,65000000,44806783,48164150,2012,tt1234719,"['Action', 'Sci-Fi', 'Thriller']",Dan Bradley,Chris Hemsworth,November,Fall,-16835850,False,0
2003-11-26,The Missing,65000000,26900336,38253433,2003,tt4823122,"['Action', 'Crime', 'Thriller']",Jinglei Xu,Stanley Huang,November,Fall,-26746567,False,0
2003-11-26,The Missing,65000000,26900336,38253433,2003,tt6917336,['Documentary'],Tao Han,Xianmin Zhang,November,Fall,-26746567,False,0
2003-11-26,The Missing,65000000,26900336,38253433,2003,tt7208346,['Mystery'],Seyi Babatope,Baaj Adebule,November,Fall,-26746567,False,0
2003-11-26,The Missing,65000000,26900336,38253433,2003,tt7764590,['Mystery'],Darren Knapp,David Hesseltine,November,Fall,-26746567,False,0
2003-11-26,The Missing,65000000,26900336,38253433,2003,tt7855934,"['Biography', 'Drama', 'Romance']",Maria Luisa Carretto,Nicolas Cage,November,Fall,-26746567,False,0
2005-01-14,Elektra,65000000,24409722,56824633,2005,tt1920913,"['Drama', 'Thriller']",Shyamaprasad,Prakash Raj,January,Winter,-8175367,False,0
2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014,tt1418377,"['Action', 'Fantasy', 'Horror']",Stuart Beattie,Aaron Eckhart,January,Winter,9575290,False,1
2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,tt0458481,"['Crime', 'Thriller']",Frank Miller,Mickey Rourke,August,Summer,-24349158,False,0
2018-10-26,Air Strike,65000000,0,516279,2018,tt4743226,"['Action', 'Adventure', 'Drama']",Xiao Feng,Ye Liu,October,Fall,-64483721,False,0
2006-07-14,Little Man,64000000,58636047,101636047,2006,tt2458724,['Comedy'],David Gordon Green,Haitao Du,July,Summer,37636047,False,1
2017-09-15,American Assassin,63000000,36249674,68310140,2017,tt1961175,"['Action', 'Thriller']",Michael Cuesta,Dylan O'Brien,September,Fall,5310140,False,1
2013-08-02,2 Guns,61000000,75612460,132493015,2013,tt1272878,"['Action', 'Comedy', 'Crime']",Baltasar Kormákur,Denzel Washington,August,Summer,71493015,False,1
2011-09-09,Contagion,60000000,75658097,137551594,2011,tt1598778,"['Action', 'Drama', 'Thriller']",Steven Soderbergh,Matt Damon,September,Fall,77551594,False,1
1999-12-22,Any Given Sunday,60000000,75530832,100230832,1999,tt1832898,['Documentary'],Alan Ferrier Graham Jonston,Nicolas Cage,December,Winter,40230832,False,1
2004-04-02,Hellboy,60000000,59623958,99823958,2004,tt2274648,"['Action', 'Adventure', 'Fantasy']",Neil Marshall,David Harbour,April,Spring,39823958,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt10243672,['Documentary'],David Gordon Green,Nicolas Cage,December,Winter,41134059,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt1465490,['Drama'],Mijke de Jong,Dragan Bakema,December,Winter,41134059,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt2327665,['Documentary'],Julien Sigalas,Nicolas Cage,December,Winter,41134059,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt2446980,['Drama'],David O. Russell,Robert De Niro,December,Winter,41134059,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt2495188,['Documentary'],Elias Giannakakis,Nikos Flessas,December,Winter,41134059,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt6180144,['Drama'],Chinguun Balkhjav,Gereltsetseg Altangerel,December,Winter,41134059,False,1
2015-12-25,Joy,60000000,56451232,101134059,2015,tt8917752,['Drama'],Sudabeh Mortezai,Nicolas Cage,December,Winter,41134059,False,1
2012-08-17,ParaNorman,60000000,56003051,108119662,2012,tt1623288,"['Adventure', 'Animation', 'Comedy']",Chris Butler,Kodi Smit-McPhee,August,Summer,48119662,False,1
2014-09-26,The Boxtrolls,60000000,50837305,111946251,2014,tt0787474,"['Adventure', 'Animation', 'Comedy']",Graham Annable,Ben Kingsley,September,Fall,51946251,False,1
2017-08-04,The Dark Tower,60000000,50701325,113461527,2017,tt1648190,"['Action', 'Adventure', 'Fantasy']",Nikolaj Arcel,Idris Elba,August,Summer,53461527,False,1
2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,2014,tt1205537,"['Action', 'Drama', 'Thriller']",Kenneth Branagh,Chris Pine,January,Winter,71377412,False,1
2018-12-25,Vice,60000000,47836282,70883171,2018,tt3480796,"['Action', 'Adventure', 'Sci-Fi']",Brian A. Miller,Thomas Jane,December,Winter,10883171,False,1
2007-03-23,Shooter,60000000,47003582,95538560,2007,tt2599878,"['Action', 'Crime', 'Drama']",Vishram Sawant,Sunil Shetty,March,Spring,35538560,False,1
2007-03-23,Shooter,60000000,47003582,95538560,2007,tt6117124,['Action'],Raju Chowdhury,Shakib Khan,March,Spring,35538560,False,1
2013-01-11,Gangster Squad,60000000,46000903,104100903,2013,tt1321870,"['Action', 'Crime', 'Drama']",Ruben Fleischer,Sean Penn,January,Winter,44100903,False,1
2018-10-12,First Man,60000000,44936545,105203825,2018,tt7027210,['Documentary'],Fred Fougea,Jason Barnard,October,Fall,45203825,False,1
2010-01-29,Edge of Darkness,60000000,43313890,82812456,2010,tt1226273,"['Crime', 'Drama', 'Mystery']",Martin Campbell,Mel Gibson,January,Winter,22812456,False,1
2009-03-20,Duplicity,60000000,40572825,81079566,2009,tt1757736,['Thriller'],Charles Swain,Vash Boddie,March,Spring,21079566,False,1
2009-03-20,Duplicity,60000000,40572825,81079566,2009,tt6149902,['Mystery'],Garrett Adams,Benjamin Mehr,March,Spring,21079566,False,1
2009-04-17,State of Play,60000000,37017955,88832210,2009,tt2952692,"['Documentary', 'Drama', 'Sport']",Steven Dhoedt,Adam Chaffin,April,Spring,28832210,False,1
2012-09-21,Trouble with the Curve,60000000,35763137,47818913,2012,tt2083383,"['Drama', 'Sport']",Robert Lorenz,Clint Eastwood,September,Fall,-12181087,False,0
2000-09-15,Almost Famous,60000000,32522352,47371191,2000,tt7059806,"['Comedy', 'Drama', 'Family']",Marco Carmel,Idan Braun,September,Fall,-12628809,False,0
2019-02-08,Cold Pursuit,60000000,32138862,62599159,2019,tt5719748,"['Action', 'Crime', 'Drama']",Hans Petter Moland,Liam Neeson,February,Winter,2599159,False,1
2002-02-22,Dragonfly,60000000,30063805,30063805,2002,tt2510506,"['Crime', 'Drama', 'Thriller']",Andrew Tiernan,Andrew Tiernan,February,Winter,-29936195,False,0
2002-02-22,Dragonfly,60000000,30063805,30063805,2002,tt3060772,"['Action', 'Adventure', 'Sci-Fi']",Sam Campos,Mitchell Campos,February,Winter,-29936195,False,0
2002-02-22,Dragonfly,60000000,30063805,30063805,2002,tt3963812,['Drama'],Maribeth Romslo,David Greene,February,Winter,-29936195,False,0
2011-05-13,Priest,60000000,29136626,84154026,2011,tt0822847,"['Action', 'Adventure', 'Fantasy']",Scott Stewart,Paul Bettany,May,Spring,24154026,False,1
2000-01-14,Supernova,60000000,14218868,14816494,2000,tt10378772,['Drama'],Zakary Hallett,Jonathan D'Ambrosio,January,Winter,-45183506,False,0
2000-01-14,Supernova,60000000,14218868,14816494,2000,tt1730764,['Drama'],Tamar van den Dop,Bob Schwarze,January,Winter,-45183506,False,0
2017-02-24,Rock Dog,60000000,9420546,24148488,2017,tt2822672,"['Adventure', 'Animation', 'Comedy']",Ash Brannon,Luke Wilson,February,Winter,-35851512,False,0
2015-01-23,Mortdecai,60000000,7696134,30396134,2015,tt3045616,"['Action', 'Comedy', 'Crime']",David Koepp,Johnny Depp,January,Winter,-29603866,False,0
2003-10-24,Beyond Borders,60000000,4426297,11427090,2003,tt5134902,['Documentary'],Micah Fink,Gregory Nalbandian,October,Fall,-48572910,False,0
2015-12-11,The Ridiculous 6,60000000,0,0,2015,tt2479478,"['Comedy', 'Western']",Frank Coraci,Adam Sandler,December,Winter,-60000000,False,0
2019-11-08,Midway,59500000,0,0,2019,tt2428672,"['Documentary', 'Family']",Chris Jordan,Nicolas Cage,November,Fall,-59500000,False,0
2019-11-08,Midway,59500000,0,0,2019,tt6924650,"['Action', 'Drama', 'History']",Roland Emmerich,Luke Evans,November,Fall,-59500000,False,0
2018-03-23,Sherlock Gnomes,59000000,43242871,87527651,2018,tt2296777,"['Adventure', 'Animation', 'Comedy']",John Stevenson,Johnny Depp,March,Spring,28527651,False,1
2019-01-25,The Kid Who Would Be King,59000000,16790790,28348446,2019,tt6811018,"['Action', 'Adventure', 'Family']",Joe Cornish,Louis Ashbourne Serkis,January,Winter,-30651554,False,0
1995-12-15,Sabrina,58000000,53458319,87100000,1995,tt7981492,"['Horror', 'Thriller']",Rocky Soraya,Christian Sugiono,December,Winter,29100000,False,1
2012-01-20,Red Tails,58000000,49876377,50365498,2012,tt0485985,"['Action', 'Adventure', 'Drama']",Anthony Hemingway,Cuba Gooding Jr.,January,Winter,-7634502,False,0
2013-06-07,The Internship,58000000,44672764,93672764,2013,tt2234155,['Comedy'],Shawn Levy,Vince Vaughn,June,Summer,35672764,False,1
2012-06-15,That's My Boy,57500000,36931089,58085235,2012,tt1232200,['Comedy'],Sean Anders,Adam Sandler,June,Summer,585235,False,1
2013-11-01,Free Birds,55000000,55750480,110387072,2013,tt1621039,"['Adventure', 'Animation', 'Comedy']",Jimmy Hayward,Woody Harrelson,November,Fall,55387072,False,1
2014-03-21,Muppets Most Wanted,55000000,51178893,79312301,2014,tt2281587,"['Adventure', 'Comedy', 'Crime']",James Bobin,Ricky Gervais,March,Spring,24312301,False,1
2016-08-19,Kubo and the Two Strings,55000000,48023088,77548122,2016,tt4302938,"['Action', 'Adventure', 'Animation']",Travis Knight,Art Parkinson,August,Summer,22548122,False,1
2010-11-24,Burlesque,55000000,39440655,90552675,2010,tt1126591,"['Drama', 'Music', 'Musical']",Steve Antin,Alan Cumming,November,Fall,35552675,False,1
2010-11-24,Burlesque,55000000,39440655,90552675,2010,tt1586713,['Drama'],Dominic Deacon,Haydn Evans,November,Fall,35552675,False,1
2012-07-27,The Watch,55000000,34353000,67130045,2012,tt1298649,"['Action', 'Comedy', 'Horror']",Akiva Schaffer,Ben Stiller,July,Summer,12130045,False,1
2003-03-14,The Hunted,55000000,34234008,47213095,2003,tt10328498,['Action'],David Gordon Green,Nicolas Cage,March,Spring,-7786905,False,0
2003-03-14,The Hunted,55000000,34234008,47213095,2003,tt2322932,"['Action', 'Comedy', 'Horror']",Robert Chapin,Robert Chapin,March,Spring,-7786905,False,0
2003-03-14,The Hunted,55000000,34234008,47213095,2003,tt2928902,['Horror'],Lance Patrick,Peter Burgess,March,Spring,-7786905,False,0
2003-03-14,The Hunted,55000000,34234008,47213095,2003,tt3149900,"['Horror', 'Mystery', 'Thriller']",Josh Stewart,Josh Stewart,March,Spring,-7786905,False,0
2003-03-14,The Hunted,55000000,34234008,47213095,2003,tt6323218,['Thriller'],Christopher Pike,Jim Thurston,March,Spring,-7786905,False,0
2003-03-14,The Hunted,55000000,34234008,47213095,2003,tt8713112,"['Adventure', 'Comedy', 'Drama']",Adam Weldrick,Adam Weldrick,March,Spring,-7786905,False,0
1999-06-04,Instinct,55000000,34105207,34105207,1999,tt4551096,['Documentary'],Anthony Roemermann,Miro Brooks,June,Summer,-20894793,False,0
2018-02-23,Annihilation,55000000,32732301,43070915,2018,tt2798920,"['Adventure', 'Drama', 'Horror']",Alex Garland,Benedict Wong,February,Winter,-11929085,False,0
2015-10-16,Crimson Peak,55000000,31090320,74966854,2015,tt2554274,"['Drama', 'Fantasy', 'Horror']",Guillermo del Toro,Tom Hiddleston,October,Fall,19966854,False,1
2012-04-27,The Pirates! Band of Misfits,55000000,31051126,136143605,2012,tt1430626,"['Adventure', 'Animation', 'Comedy']",Jeff Newitt,Hugh Grant,April,Spring,81143605,False,1
1996-08-02,Chain Reaction,55000000,21226204,60209334,1996,tt7201536,['Drama'],Jakub Paczek,Tomasz Wlosok,August,Summer,5209334,False,1
1997-01-10,Turbulence,55000000,11532774,11532774,1997,tt2100675,['Comedy'],Michael B. Clifford,David Alwyn,January,Winter,-43467226,False,0
1997-01-10,Turbulence,55000000,11532774,11532774,1997,tt2118761,['Documentary'],Kobi Davidian,Nicolas Cage,January,Winter,-43467226,False,0
1997-01-10,Turbulence,55000000,11532774,11532774,1997,tt2407082,"['Drama', 'Romance']",Nitzan Ben-Shaul,Adi Eisenman,January,Winter,-43467226,False,0
1997-01-10,Turbulence,55000000,11532774,11532774,1997,tt3671042,['Drama'],Soran Mardookhi,Jovan Arsic,January,Winter,-43467226,False,0
1997-01-10,Turbulence,55000000,11532774,11532774,1997,tt5592256,"['Action', 'Drama', 'Thriller']",Nadeem Soumah,Justin Johnson Cortez,January,Winter,-43467226,False,0
